"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","29227","E2E Test Ordercreation for Ship to home.","","Tue Apr 29 09:00:33 GMT 2025","failed","Tue Apr 29 09:01:03 GMT 2025","","specs/sfcc/regression/GuestUser_E2EOrderShipToHome.spec.js","",""
