"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30473","E2E Test Ordercreation for Ship to home.","","Tue Apr 29 10:29:53 GMT 2025","failed","Tue Apr 29 10:30:24 GMT 2025","","specs/sfcc/regression/GuestUser_E2EOrderShipToHome.spec.js","",""
